longitude,latitude,avgA,stdA,avg timestamp,avgB,stdB,avg timestamp,avgC,stdC,avg timestamp,avgX,stdX,avg timestamp,avgY,stdY,avg timestamp,avgZ,stdZ,avg timestamp
-0.1,0.1,-64.3844443893,0.896800799477,-8.4816008284e+16,14.8976077271,0.285842209625,-8.4816008284e+16,-61.7185920715,0.0466159741459,-8.4816008284e+16,0.104547765255,0.0059455813547,-8.4816008284e+16,0.112904281616,0.0058595677819,-8.4816008284e+16,0.652320008278,0.00557908568349,-8.4816008284e+16
-0.1,-0.1,-64.3976178741,0.89115081649,-8.48160082843e+16,14.8976086426,0.271093199389,-8.48160082843e+16,-61.7245800018,0.0462258754539,-8.48160082843e+16,0.105359368324,0.00582687057388,-8.48160082843e+16,0.113445363045,0.00613353513048,-8.48160082843e+16,0.65238011837,0.00629050621024,-8.48160082843e+16
0.1,-0.1,-64.4131866074,0.870283906476,-8.48160082834e+16,14.8389944458,0.261257562141,-8.48160082834e+16,-61.7233824158,0.0373703918446,-8.48160082834e+16,0.10593048811,0.00553933467467,-8.48160082834e+16,0.113234941959,0.00552088082165,-8.48160082834e+16,0.651959297657,0.00616357384933,-8.48160082834e+16
0.1,0.1,-64.3880371857,0.902272474907,-8.48160082837e+16,14.9021176147,0.279338248652,-8.48160082837e+16,-61.7293703461,0.0551436303161,-8.48160082837e+16,0.10520907402,0.00621163474972,-8.48160082837e+16,0.112753994465,0.00605754748744,-8.48160082837e+16,0.651448280811,0.00638376495021,-8.48160082837e+16
