longitude; latitude; avgY; stdY; avgX; stdX; avgZ; stdZ; 
-1.666667; 0.555556; 623.120000; 21.009512; 685.030000; 12.075901; 1010.430000; 9.178648;
-1.666667; -0.555556; 620.760000; 48.682878; 680.820000; 11.407405; 1011.610000; 8.136332;
-1.666667; -1.666667; 619.690000; 46.315496; 675.470000; 12.787664; 1011.130000; 8.639415;
-1.666667; -2.777778; 622.020000; 13.412628; 669.470000; 11.115968; 1009.270000; 9.626201;
-1.666667; -3.888889; 623.170000; 52.076295; 660.930000; 12.426962; 1008.060000; 9.427898;
-1.666667; -5.000000; 619.400000; 63.750619; 656.310000; 12.707029; 1007.000000; 10.195067;
-0.555556; -5.000000; 624.150000; 15.496741; 654.350000; 12.427060; 1006.940000; 10.329735;
-0.555556; -3.888889; 628.530000; 78.049253; 662.500000; 12.764772; 1009.090000; 8.625889;
-0.555556; -2.777778; 624.540000; 85.141643; 667.930000; 13.038602; 1009.130000; 10.085148;
-0.555556; -1.666667; 622.950000; 36.713572; 675.410000; 11.067374; 1011.070000; 9.278252;
-0.555556; -0.555556; 632.770000; 73.041825; 680.910000; 12.346099; 1011.230000; 9.216646;
-0.555556; 0.555556; 630.240000; 54.438014; 686.800000; 11.043532; 1010.310000; 8.963106;
-0.555556; 1.666667; 634.300000; 49.812071; 693.000000; 12.438942; 1010.280000; 9.533651;
-0.555556; 2.777778; 630.880000; 70.926236; 699.170000; 13.759151; 1012.150000; 9.852831;
-0.555556; 3.888889; 628.120000; 45.751476; 706.260000; 14.528704; 1011.030000; 9.330579;
-0.555556; 5.000000; 632.750000; 65.061956; 711.630000; 14.116868; 1008.040000; 10.587700;
0.555556; 5.000000; 637.410000; 18.513492; 711.740000; 13.792561; 1010.750000; 9.225979;
0.555556; 3.888889; 638.840000; 62.795117; 704.060000; 14.089053; 1009.770000; 9.723298;
0.555556; 2.777778; 634.300000; 47.456200; 699.540000; 13.195821; 1010.690000; 9.408458;
0.555556; 1.666667; 630.020000; 72.920460; 692.280000; 13.466067; 1011.500000; 10.495309;
0.555556; 0.555556; 634.770000; 12.362255; 686.740000; 12.466213; 1011.470000; 9.678107;
0.555556; -0.555556; 636.700000; 50.471214; 682.370000; 14.498802; 1009.810000; 9.777004;
0.555556; -1.666667; 635.230000; 63.586234; 673.400000; 12.780193; 1011.310000; 10.142116;
0.555556; -2.777778; 635.510000; 13.145261; 666.680000; 12.888708; 1010.580000; 9.974898;
0.555556; -3.888889; 637.280000; 51.004868; 663.150000; 13.169735; 1008.790000; 10.232938;
0.555556; -5.000000; 637.600000; 56.406175; 653.220000; 12.289093; 1008.460000; 10.356689;
1.666667; -5.000000; 641.520000; 16.024905; 654.930000; 15.389394; 1008.200000; 9.663009;
1.666667; -3.888889; 646.220000; 56.398041; 661.940000; 14.521193; 1010.090000; 9.431406;
1.666667; -2.777778; 636.190000; 67.933523; 668.590000; 13.067884; 1009.260000; 9.991532;
1.666667; -1.666667; 643.370000; 50.443018; 675.130000; 15.375867; 1010.650000; 10.522103;
1.666667; -0.555556; 635.730000; 90.194947; 680.050000; 12.007048; 1008.830000; 8.990517;
1.666667; 0.555556; 639.320000; 60.302249; 686.770000; 12.374505; 1009.760000; 10.604097;
1.666667; 1.666667; 637.070000; 74.782818; 692.010000; 10.911485; 1009.060000; 9.894208;
1.666667; 2.777778; 630.570000; 75.941000; 700.310000; 10.186835; 1010.910000; 10.098600;
1.666667; 3.888889; 642.200000; 12.567394; 705.930000; 12.958563; 1010.650000; 10.305804;
1.666667; 5.000000; 639.580000; 65.164466; 712.750000; 11.448060; 1010.090000; 9.572789;
2.777778; 5.000000; 643.060000; 18.478390; 712.480000; 11.529917; 1010.480000; 9.280674;
2.777778; 3.888889; 649.420000; 15.630312; 705.240000; 12.037920; 1010.880000; 8.348810;
2.777778; 2.777778; 650.950000; 49.212254; 698.580000; 10.495964; 1009.960000; 8.718864;
2.777778; 1.666667; 647.550000; 77.657806; 694.240000; 11.397430; 1009.710000; 9.882435;
2.777778; 0.555556; 651.370000; 22.751914; 689.210000; 12.195623; 1009.950000; 9.893754;
2.777778; -0.555556; 643.260000; 61.420988; 680.600000; 13.396819; 1010.550000; 9.050225;
2.777778; -1.666667; 648.750000; 49.562403; 673.850000; 11.700276; 1008.750000; 10.228081;
2.777778; -2.777778; 645.240000; 54.658373; 667.090000; 13.365185; 1008.270000; 10.012976;
2.777778; -3.888889; 645.160000; 60.030080; 662.340000; 10.615616; 1010.010000; 8.967388;
2.777778; -5.000000; 649.680000; 33.339963; 654.770000; 11.529370; 1010.460000; 8.821942;
3.888889; -5.000000; 651.230000; 16.791565; 654.360000; 12.591098; 1009.050000; 9.149019;
3.888889; -3.888889; 649.850000; 65.241180; 659.820000; 11.476264; 1007.880000; 10.654614;
3.888889; -2.777778; 654.940000; 74.512262; 669.940000; 12.044379; 1009.980000; 9.722389;
3.888889; -1.666667; 658.620000; 68.778341; 675.430000; 12.790665; 1010.540000; 10.262632;
3.888889; -0.555556; 653.120000; 58.348185; 681.950000; 14.578506; 1009.990000; 9.064856;
3.888889; 0.555556; 653.780000; 29.044230; 688.870000; 13.047431; 1012.930000; 8.337884;
3.888889; 1.666667; 652.510000; 18.810858; 692.610000; 11.139061; 1011.030000; 9.345722;
3.888889; 2.777778; 654.930000; 49.458534; 699.960000; 13.399774; 1011.640000; 9.062655;
3.888889; 3.888889; 653.220000; 11.769315; 703.900000; 11.275700; 1011.380000; 8.551425;
3.888889; 5.000000; 651.330000; 86.062234; 711.260000; 10.263813; 1010.040000; 9.360264;
5.000000; 5.000000; 662.170000; 13.432251; 712.880000; 10.658406; 1010.060000; 9.289747;
5.000000; 3.888889; 659.280000; 10.232726; 705.080000; 12.776778; 1009.620000; 9.231895;
5.000000; 2.777778; 657.870000; 38.353659; 700.510000; 12.136842; 1011.610000; 9.657671;
5.000000; 1.666667; 662.500000; 41.768603; 693.680000; 13.110933; 1010.960000; 9.059757;
5.000000; 0.555556; 659.640000; 15.344212; 688.710000; 12.794645; 1009.470000; 9.265397;
5.000000; -0.555556; 654.730000; 66.001661; 682.440000; 12.778865; 1010.330000; 10.307450;
5.000000; -1.666667; 659.960000; 51.443785; 676.570000; 14.669597; 1011.050000; 9.428492;
5.000000; -2.777778; 660.900000; 15.052434; 670.170000; 14.582441; 1008.760000; 10.163432;
5.000000; -3.888889; 655.370000; 57.152756; 660.780000; 13.204361; 1009.780000; 9.208670;
5.000000; -5.000000; 660.210000; 68.620504; 655.530000; 15.483099; 1007.850000; 11.114987;
