longitude; latitude; avgY; stdY; avgX; stdX; avgZ; stdZ; 
-45.000000; -8.265306; 404.050000; 82.468405; 661.480000; 15.348793; 911.260000; 16.732367;
-45.000000; -2.755102; 400.110000; 77.111345; 680.500000; 18.097101; 912.880000; 14.485995;
-45.000000; 2.755102; 405.800000; 19.321313; 704.700000; 18.269310; 912.180000; 16.997552;
-45.000000; 8.265306; 398.230000; 99.756963; 720.780000; 21.429509; 909.650000; 16.862112;
-45.000000; 13.775510; 393.720000; 79.188699; 745.520000; 21.316509; 906.300000; 20.682057;
-45.000000; 19.285714; 404.730000; 23.929127; 766.960000; 18.166970; 899.310000; 16.539329;
-45.000000; 24.795918; 416.050000; 83.653370; 786.950000; 23.296670; 896.000000; 20.796756;
-45.000000; 30.306122; 403.250000; 51.337736; 806.450000; 21.182409; 883.080000; 17.780184;
-45.000000; 35.816327; 402.590000; 18.872295; 824.050000; 20.840605; 872.000000; 20.537721;
-45.000000; 41.326531; 397.180000; 80.806463; 844.030000; 20.201738; 859.510000; 20.475408;
-45.000000; 46.836735; 399.560000; 43.063336; 857.480000; 21.767124; 847.070000; 21.880417;
-45.000000; 52.346939; 387.730000; 52.098751; 875.030000; 19.845593; 830.890000; 20.092662;
-45.000000; 57.857143; 404.680000; 55.345723; 883.270000; 21.664967; 806.390000; 19.970632;
-45.000000; 63.367347; 398.140000; 42.224035; 895.750000; 19.535192; 788.410000; 19.172315;
-45.000000; 68.877551; 404.120000; 45.934138; 909.350000; 19.198261; 771.070000; 21.571237;
-45.000000; 74.387755; 391.780000; 53.821362; 913.450000; 22.180333; 748.400000; 20.303754;
-45.000000; 79.897959; 401.920000; 38.510049; 923.940000; 17.905938; 728.850000; 18.632748;
-45.000000; 85.408163; 394.450000; 48.538098; 920.050000; 22.763774; 704.650000; 18.383334;
-45.000000; 90.918367; 399.980000; 53.446278; 923.070000; 22.870410; 686.280000; 21.799398;
-45.000000; 96.428571; 393.290000; 58.284446; 924.360000; 18.046808; 659.400000; 21.249361;
-45.000000; 101.938776; 404.600000; 56.019657; 919.110000; 18.489361; 641.560000; 20.108453;
-45.000000; 107.448980; 395.950000; 57.785457; 916.970000; 17.762436; 617.750000; 19.421104;
-45.000000; 112.959184; 403.530000; 45.083638; 911.010000; 20.375017; 597.710000; 20.686840;
-45.000000; 118.469388; 401.840000; 51.158245; 902.470000; 18.710692; 576.490000; 19.821168;
-45.000000; 123.979592; 393.240000; 64.643564; 886.480000; 19.919271; 558.250000; 20.266096;
-45.000000; 129.489796; 403.200000; 19.685405; 879.360000; 18.347113; 543.070000; 19.681943;
-45.000000; 135.000000; 397.450000; 55.985636; 863.000000; 21.132578; 521.350000; 18.969074;
-42.083333; 135.000000; 412.520000; 22.804164; 873.610000; 17.565402; 515.990000; 18.980849;
-42.083333; 129.489796; 415.250000; 22.326491; 886.310000; 19.031975; 536.730000; 20.735396;
-42.083333; 123.979592; 419.300000; 50.182998; 898.610000; 15.609434; 550.700000; 17.607677;
-42.083333; 118.469388; 406.980000; 50.734600; 910.980000; 15.789000; 571.010000; 17.441675;
-42.083333; 112.959184; 411.070000; 25.338618; 921.340000; 17.662504; 590.380000; 16.591820;
-42.083333; 107.448980; 410.920000; 54.550446; 927.930000; 15.542223; 618.130000; 17.003657;
-42.083333; 101.938776; 417.020000; 56.202552; 932.070000; 15.256232; 637.860000; 18.390281;
-42.083333; 96.428571; 412.090000; 17.158262; 935.700000; 17.185559; 662.300000; 15.931355;
-42.083333; 90.918367; 409.310000; 59.897841; 935.620000; 16.401392; 682.920000; 16.501411;
-42.083333; 85.408163; 406.630000; 51.532995; 933.140000; 15.144436; 710.520000; 15.996515;
-42.083333; 79.897959; 415.440000; 46.224380; 930.070000; 13.247645; 730.780000; 16.564279;
-42.083333; 74.387755; 403.840000; 51.311432; 924.580000; 16.058089; 753.080000; 16.349516;
-42.083333; 68.877551; 413.550000; 30.420745; 916.610000; 18.503014; 772.420000; 15.520713;
-42.083333; 63.367347; 407.840000; 43.193883; 910.680000; 16.368780; 793.860000; 13.563185;
-42.083333; 57.857143; 419.380000; 46.241085; 896.720000; 15.632833; 814.070000; 15.087794;
-42.083333; 52.346939; 417.890000; 36.418414; 880.400000; 15.859229; 831.740000; 11.792499;
-42.083333; 46.836735; 412.820000; 50.865713; 864.390000; 15.533538; 851.170000; 15.772406;
-42.083333; 41.326531; 409.380000; 52.307710; 846.420000; 15.691586; 868.780000; 15.489703;
-42.083333; 35.816327; 414.890000; 34.356096; 831.420000; 15.575933; 882.280000; 14.683241;
-42.083333; 30.306122; 431.610000; 66.395645; 810.090000; 20.702362; 894.580000; 18.866453;
-42.083333; 24.795918; 421.020000; 64.083118; 789.960000; 21.879339; 905.900000; 17.630036;
-42.083333; 19.285714; 417.440000; 25.978748; 771.040000; 20.287290; 913.890000; 20.324586;
-42.083333; 13.775510; 420.160000; 75.169132; 745.310000; 21.224959; 922.790000; 18.888452;
-42.083333; 8.265306; 418.890000; 54.064850; 725.500000; 20.413652; 924.280000; 19.207574;
-42.083333; 2.755102; 415.590000; 20.981038; 704.520000; 21.148097; 925.860000; 19.468192;
-42.083333; -2.755102; 415.510000; 72.339337; 679.350000; 20.219690; 926.470000; 19.784421;
-42.083333; -8.265306; 410.220000; 85.571705; 657.770000; 23.928705; 924.230000; 18.791173;
-42.083333; -13.775510; 417.260000; 22.273153; 633.470000; 21.411059; 916.500000; 20.686940;
-42.083333; -19.285714; 412.610000; 89.607099; 616.540000; 20.916100; 911.290000; 20.305891;
-42.083333; -24.795918; 412.260000; 67.085746; 588.790000; 22.810283; 902.010000; 19.286513;
-42.083333; -30.306122; 414.310000; 59.370553; 572.050000; 19.205626; 888.400000; 20.047419;
-42.083333; -35.816327; 410.240000; 74.738753; 551.470000; 22.267635; 876.430000; 19.750082;
-42.083333; -41.326531; 418.250000; 55.279524; 540.510000; 22.630316; 862.480000; 20.140657;
-42.083333; -46.836735; 407.030000; 72.179834; 515.810000; 20.805348; 843.420000; 18.108640;
-42.083333; -52.346939; 413.370000; 70.470949; 505.370000; 26.837203; 825.400000; 19.926126;
-42.083333; -57.857143; 418.870000; 37.229470; 494.580000; 20.430805; 807.970000; 22.019025;
-42.083333; -63.367347; 411.320000; 79.083370; 483.070000; 24.719131; 786.050000; 24.312933;
-42.083333; -68.877551; 418.740000; 82.345248; 471.300000; 23.120894; 759.120000; 24.094628;
-42.083333; -74.387755; 416.410000; 25.898440; 463.110000; 24.382016; 740.740000; 22.122533;
-42.083333; -79.897959; 412.070000; 69.659961; 465.970000; 25.312773; 721.780000; 24.114449;
-42.083333; -85.408163; 408.900000; 73.074129; 456.570000; 23.074869; 698.430000; 20.919400;
-42.083333; -90.918367; 413.630000; 23.277272; 460.290000; 24.411992; 675.490000; 19.697457;
-42.083333; -96.428571; 423.960000; 70.082335; 465.060000; 21.998081; 648.080000; 19.154702;
-42.083333; -101.938776; 413.560000; 49.183088; 471.390000; 19.766769; 628.420000; 20.855046;
-42.083333; -107.448980; 417.350000; 59.459922; 476.690000; 18.402731; 606.460000; 17.726554;
-42.083333; -112.959184; 409.750000; 70.193294; 481.830000; 18.617389; 584.560000; 17.935530;
-42.083333; -118.469388; 419.140000; 35.808700; 493.290000; 16.276832; 566.030000; 14.411314;
-42.083333; -123.979592; 415.480000; 73.293719; 506.190000; 17.876510; 544.310000; 14.994743;
-42.083333; -129.489796; 410.960000; 75.345255; 517.400000; 20.199010; 524.010000; 16.212288;
-42.083333; -135.000000; 414.520000; 23.168020; 534.440000; 15.030824; 508.090000; 19.052344;
-39.166667; 135.000000; 428.900000; 59.463171; 881.910000; 14.526948; 508.520000; 14.495196;
-39.166667; 129.489796; 429.280000; 72.967141; 896.210000; 11.817035; 525.550000; 16.575737;
-39.166667; 123.979592; 427.840000; 15.243293; 909.310000; 14.053070; 548.160000; 17.130350;
-39.166667; 118.469388; 427.510000; 48.927176; 918.770000; 15.726742; 563.760000; 17.758265;
-39.166667; 112.959184; 426.400000; 49.312444; 930.210000; 16.049353; 588.120000; 18.290186;
-39.166667; 107.448980; 426.000000; 16.459316; 938.230000; 12.554411; 613.870000; 14.849178;
-39.166667; 101.938776; 422.010000; 56.989188; 939.830000; 17.477290; 639.190000; 14.978567;
-39.166667; 96.428571; 430.070000; 43.057691; 947.290000; 13.037859; 661.170000; 14.592827;
-39.166667; 90.918367; 427.140000; 67.283513; 943.580000; 13.552874; 682.700000; 16.202943;
-39.166667; 85.408163; 422.950000; 48.334352; 946.170000; 17.199398; 706.570000; 14.483188;
-39.166667; 79.897959; 435.250000; 43.730436; 940.070000; 17.123588; 735.210000; 13.556686;
-39.166667; 74.387755; 424.530000; 48.006198; 935.520000; 14.700704; 754.500000; 16.679086;
-39.166667; 68.877551; 425.070000; 42.055820; 927.500000; 17.025530; 779.160000; 16.896428;
-39.166667; 63.367347; 428.250000; 18.901325; 913.490000; 14.068013; 799.790000; 15.880421;
-39.166667; 57.857143; 417.190000; 50.624323; 903.790000; 17.394005; 822.920000; 17.502485;
-39.166667; 52.346939; 438.710000; 59.091830; 884.680000; 14.796860; 839.520000; 17.872998;
-39.166667; 46.836735; 425.690000; 37.051342; 875.230000; 19.330123; 857.760000; 17.559204;
-39.166667; 41.326531; 430.650000; 73.894598; 854.910000; 15.773072; 877.100000; 16.579469;
-39.166667; 35.816327; 431.860000; 50.507529; 836.140000; 16.715698; 890.330000; 15.894256;
-39.166667; 30.306122; 427.470000; 20.572343; 815.870000; 15.688672; 904.680000; 13.219881;
-39.166667; 24.795918; 423.050000; 62.332665; 797.240000; 16.282307; 916.880000; 14.971542;
-39.166667; 19.285714; 428.870000; 57.968235; 773.240000; 17.372404; 922.270000; 13.711202;
-39.166667; 13.775510; 430.920000; 67.033337; 752.730000; 14.909054; 928.650000; 14.363516;
-39.166667; 8.265306; 430.500000; 81.629800; 723.950000; 18.930161; 931.190000; 17.350047;
-39.166667; 2.755102; 424.240000; 76.434182; 701.200000; 18.940097; 934.070000; 16.258179;
-39.166667; -2.755102; 419.780000; 91.629092; 680.070000; 16.287974; 934.670000; 15.023251;
-39.166667; -8.265306; 438.340000; 73.288584; 654.980000; 21.628162; 930.890000; 15.512716;
-39.166667; -13.775510; 427.380000; 67.899775; 632.790000; 21.415700; 923.250000; 15.780934;
-39.166667; -19.285714; 413.690000; 82.967159; 612.180000; 21.526765; 921.030000; 19.524890;
-39.166667; -24.795918; 425.880000; 77.802817; 587.140000; 21.895537; 910.760000; 16.722404;
-39.166667; -30.306122; 424.110000; 32.890358; 567.700000; 21.485960; 897.540000; 15.837189;
-39.166667; -35.816327; 430.880000; 74.346212; 546.310000; 21.673749; 888.620000; 19.457169;
-39.166667; -41.326531; 426.880000; 85.937290; 529.530000; 20.539420; 866.330000; 17.625770;
-39.166667; -46.836735; 426.530000; 23.997245; 513.920000; 19.485649; 853.950000; 18.313419;
-39.166667; -52.346939; 434.670000; 67.870056; 497.030000; 17.686641; 833.310000; 15.942254;
-39.166667; -57.857143; 427.930000; 71.940527; 481.540000; 16.531830; 810.510000; 13.805646;
-39.166667; -63.367347; 431.790000; 48.461855; 470.950000; 17.931618; 790.570000; 17.756066;
-39.166667; -68.877551; 429.130000; 87.732566; 464.120000; 22.287506; 767.430000; 20.614428;
-39.166667; -74.387755; 419.810000; 72.644380; 457.110000; 23.572752; 744.710000; 20.072241;
-39.166667; -79.897959; 424.020000; 24.239537; 455.680000; 19.556125; 720.410000; 20.019231;
-39.166667; -85.408163; 423.310000; 70.434395; 449.350000; 23.493982; 697.630000; 21.085519;
-39.166667; -90.918367; 418.930000; 60.235104; 450.230000; 19.525097; 674.430000; 20.258558;
-39.166667; -96.428571; 434.530000; 66.645975; 453.900000; 20.231738; 646.570000; 19.070976;
-39.166667; -101.938776; 427.590000; 67.098013; 458.960000; 17.992658; 625.150000; 15.802682;
-39.166667; -107.448980; 441.560000; 64.890478; 466.580000; 16.982570; 600.220000; 16.508694;
-39.166667; -112.959184; 425.500000; 67.947172; 473.440000; 20.141078; 582.100000; 12.930662;
-39.166667; -118.469388; 424.580000; 70.381239; 486.640000; 16.924383; 556.310000; 16.591159;
-39.166667; -123.979592; 423.520000; 56.149598; 498.030000; 17.971051; 539.430000; 19.623350;
-39.166667; -129.489796; 433.510000; 70.108213; 510.420000; 15.818529; 518.190000; 16.830525;
-39.166667; -135.000000; 419.910000; 74.095365; 526.230000; 17.153411; 503.730000; 16.699274;
-36.250000; -135.000000; 437.580000; 20.251539; 520.440000; 18.480303; 491.590000; 15.774353;
-36.250000; -129.489796; 441.740000; 72.959463; 504.890000; 18.867906; 511.460000; 18.088123;
-36.250000; -123.979592; 438.350000; 75.779368; 486.050000; 16.843531; 529.560000; 15.356583;
-36.250000; -118.469388; 440.490000; 16.490888; 476.550000; 18.178895; 555.420000; 17.125314;
-36.250000; -112.959184; 437.360000; 65.066791; 463.650000; 17.279272; 573.210000; 16.448447;
-36.250000; -107.448980; 440.570000; 59.004067; 454.760000; 19.277411; 599.960000; 17.634860;
-36.250000; -101.938776; 439.000000; 20.371301; 447.900000; 18.964880; 623.530000; 16.302355;
-36.250000; -96.428571; 438.460000; 63.183942; 443.110000; 20.544062; 650.030000; 18.705293;
-36.250000; -90.918367; 439.820000; 59.911278; 438.240000; 20.611422; 671.450000; 19.738889;
-36.250000; -85.408163; 434.760000; 68.330912; 442.840000; 18.261689; 696.610000; 16.466615;
-36.250000; -79.897959; 437.440000; 77.528792; 441.530000; 18.944606; 723.340000; 20.130995;
-36.250000; -74.387755; 439.170000; 73.038533; 446.740000; 20.667947; 747.840000; 20.103128;
-36.250000; -68.877551; 438.310000; 86.784383; 455.110000; 18.545001; 767.810000; 17.977930;
-36.250000; -63.367347; 433.310000; 78.325105; 465.880000; 19.822587; 796.530000; 18.546396;
-36.250000; -57.857143; 430.020000; 47.398159; 476.760000; 20.754515; 816.560000; 18.298490;
-36.250000; -52.346939; 447.420000; 70.279554; 490.350000; 19.789486; 841.120000; 18.614798;
-36.250000; -46.836735; 446.060000; 59.019569; 504.350000; 18.157768; 856.680000; 15.463793;
-36.250000; -41.326531; 439.340000; 83.119267; 520.170000; 20.952594; 874.550000; 14.943243;
-36.250000; -35.816327; 438.580000; 70.813909; 540.050000; 15.130660; 893.700000; 11.989473;
-36.250000; -30.306122; 440.640000; 67.858367; 558.930000; 15.350619; 908.570000; 12.275668;
-36.250000; -24.795918; 443.780000; 71.238195; 578.960000; 18.890926; 922.260000; 14.975819;
-36.250000; -19.285714; 438.920000; 74.603149; 603.490000; 15.316522; 930.370000; 13.777932;
-36.250000; -13.775510; 443.640000; 71.271783; 627.860000; 17.595925; 937.510000; 15.578083;
-36.250000; -8.265306; 436.560000; 87.140235; 650.360000; 19.532682; 942.000000; 17.104551;
-36.250000; -2.755102; 437.420000; 78.794475; 679.450000; 20.236668; 945.080000; 12.338394;
-36.250000; 2.755102; 435.990000; 47.713475; 703.010000; 19.655875; 945.220000; 18.082069;
-36.250000; 8.265306; 440.270000; 67.725658; 728.290000; 23.303572; 942.560000; 16.027955;
-36.250000; 13.775510; 447.510000; 75.985710; 751.680000; 21.381990; 939.410000; 15.901906;
-36.250000; 19.285714; 439.100000; 23.387167; 771.960000; 20.185463; 933.100000; 17.440519;
-36.250000; 24.795918; 439.040000; 70.341005; 798.410000; 20.203058; 922.360000; 18.015437;
-36.250000; 30.306122; 436.470000; 64.523029; 823.960000; 20.936132; 912.180000; 18.421759;
-36.250000; 35.816327; 442.230000; 68.029235; 844.100000; 20.082406; 899.150000; 17.791937;
-36.250000; 41.326531; 435.020000; 53.893644; 861.990000; 17.643206; 883.840000; 20.434532;
-36.250000; 46.836735; 431.210000; 39.694107; 881.630000; 19.290787; 866.110000; 18.512292;
-36.250000; 52.346939; 437.720000; 52.798661; 898.570000; 21.149423; 846.830000; 20.715024;
-36.250000; 57.857143; 446.170000; 54.955088; 916.570000; 18.826295; 827.820000; 17.823138;
-36.250000; 63.367347; 439.600000; 44.165209; 927.350000; 19.339275; 807.180000; 18.074135;
-36.250000; 68.877551; 431.140000; 51.231702; 936.790000; 18.954115; 784.690000; 17.610657;
-36.250000; 74.387755; 450.460000; 44.886483; 945.790000; 23.566924; 758.570000; 22.267544;
-36.250000; 79.897959; 441.580000; 22.960300; 954.330000; 19.342764; 739.730000; 20.281780;
-36.250000; 85.408163; 447.090000; 51.723838; 954.120000; 21.796710; 708.360000; 19.482455;
-36.250000; 90.918367; 448.690000; 45.278642; 956.230000; 15.573777; 683.060000; 20.341439;
-36.250000; 96.428571; 438.340000; 20.763322; 955.510000; 18.536066; 658.800000; 19.538101;
-36.250000; 101.938776; 439.320000; 39.443318; 953.520000; 18.375698; 635.100000; 19.437286;
-36.250000; 107.448980; 430.790000; 51.124387; 945.800000; 21.663636; 609.170000; 18.788593;
-36.250000; 112.959184; 440.300000; 20.785825; 938.720000; 19.461477; 586.780000; 19.172571;
-36.250000; 118.469388; 431.640000; 55.335254; 933.300000; 17.585290; 565.210000; 17.687121;
-36.250000; 123.979592; 428.600000; 62.486039; 914.220000; 19.517710; 542.010000; 17.282849;
-36.250000; 129.489796; 439.050000; 20.436833; 902.470000; 18.185606; 518.750000; 18.238806;
-36.250000; 135.000000; 440.130000; 62.871467; 889.920000; 16.026922; 500.380000; 19.695039;
-33.333333; -135.000000; 456.150000; 20.326812; 516.380000; 18.984725; 484.710000; 19.983981;
-33.333333; -129.489796; 445.040000; 69.149219; 498.050000; 21.731779; 504.710000; 21.756362;
-33.333333; -123.979592; 461.310000; 78.043072; 481.320000; 21.352208; 525.500000; 17.252434;
-33.333333; -118.469388; 454.530000; 47.385472; 465.270000; 16.481306; 543.940000; 19.036817;
-33.333333; -112.959184; 460.240000; 77.721611; 457.700000; 21.530106; 574.460000; 18.969098;
-33.333333; -107.448980; 456.650000; 71.170499; 445.990000; 17.209050; 592.970000; 17.020163;
-33.333333; -101.938776; 453.030000; 39.695420; 437.230000; 19.147411; 620.090000; 18.708338;
-33.333333; -96.428571; 463.790000; 65.396892; 434.970000; 19.119748; 641.700000; 16.566060;
-33.333333; -90.918367; 442.410000; 57.219601; 430.050000; 16.801500; 671.450000; 17.791937;
-33.333333; -85.408163; 453.530000; 22.507218; 431.050000; 18.192226; 697.680000; 16.861815;
-33.333333; -79.897959; 455.870000; 63.135521; 436.000000; 17.534958; 722.620000; 17.452261;
-33.333333; -74.387755; 455.740000; 77.137110; 436.400000; 17.367682; 746.890000; 13.674347;
-33.333333; -68.877551; 454.450000; 93.738878; 445.950000; 19.391436; 771.870000; 15.614455;
-33.333333; -63.367347; 455.770000; 71.048689; 454.630000; 18.661068; 797.840000; 16.044584;
-33.333333; -57.857143; 446.460000; 66.943579; 468.600000; 16.392287; 820.140000; 16.480181;
-33.333333; -52.346939; 450.490000; 81.493942; 480.420000; 16.596324; 843.530000; 14.507717;
-33.333333; -46.836735; 458.610000; 70.585129; 493.050000; 17.535750; 864.900000; 13.639293;
-33.333333; -41.326531; 454.490000; 65.739691; 515.530000; 16.619603; 882.850000; 13.952571;
-33.333333; -35.816327; 459.690000; 84.982790; 532.160000; 19.036233; 899.520000; 16.187962;
-33.333333; -30.306122; 447.900000; 86.292959; 553.270000; 18.320853; 913.450000; 16.332638;
-33.333333; -24.795918; 456.760000; 35.486552; 576.240000; 18.704032; 929.150000; 13.676918;
-33.333333; -19.285714; 456.990000; 68.927790; 601.890000; 19.194325; 940.940000; 14.408766;
-33.333333; -13.775510; 451.310000; 83.820961; 624.340000; 18.797818; 946.290000; 15.209178;
-33.333333; -8.265306; 454.170000; 19.942369; 650.880000; 19.572853; 953.130000; 17.881007;
-33.333333; -2.755102; 455.760000; 93.264381; 674.460000; 18.347609; 957.360000; 19.399323;
-33.333333; 2.755102; 462.440000; 84.365884; 700.700000; 21.795885; 954.480000; 18.227230;
-33.333333; 8.265306; 452.990000; 20.672773; 727.370000; 17.508240; 952.620000; 18.974081;
-33.333333; 13.775510; 448.370000; 102.983048; 753.560000; 21.340113; 950.200000; 16.408916;
-33.333333; 19.285714; 448.860000; 88.464342; 776.120000; 22.501304; 944.900000; 23.104287;
-33.333333; 24.795918; 461.030000; 79.332882; 798.250000; 24.978931; 932.750000; 21.636284;
-33.333333; 30.306122; 453.970000; 66.365753; 824.330000; 23.996656; 920.860000; 16.016418;
-33.333333; 35.816327; 456.870000; 54.038829; 846.400000; 24.440404; 909.700000; 21.625602;
-33.333333; 41.326531; 450.720000; 70.042135; 868.170000; 18.397439; 892.340000; 19.293177;
-33.333333; 46.836735; 456.650000; 54.208422; 886.890000; 17.089128; 873.460000; 18.303513;
-33.333333; 52.346939; 458.310000; 30.223309; 903.880000; 21.302193; 854.010000; 16.727462;
-33.333333; 57.857143; 446.100000; 74.417536; 920.580000; 19.755158; 832.360000; 17.036218;
-33.333333; 63.367347; 453.090000; 58.403005; 932.790000; 16.051241; 809.750000; 18.139401;
-33.333333; 68.877551; 453.040000; 54.634677; 947.480000; 19.160924; 786.970000; 18.026611;
-33.333333; 74.387755; 453.450000; 56.200107; 952.940000; 19.739628; 766.030000; 15.424927;
-33.333333; 79.897959; 452.830000; 30.941475; 960.390000; 18.240755; 739.210000; 19.136033;
-33.333333; 85.408163; 466.870000; 57.731117; 963.340000; 15.347306; 710.030000; 18.035014;
-33.333333; 90.918367; 437.200000; 47.825229; 966.010000; 18.538791; 683.210000; 17.458346;
-33.333333; 96.428571; 456.940000; 31.332631; 965.610000; 14.909759; 660.290000; 18.679809;
-33.333333; 101.938776; 452.000000; 51.375622; 964.800000; 15.890407; 633.780000; 18.900366;
-33.333333; 107.448980; 452.420000; 55.834926; 958.970000; 13.981557; 610.290000; 18.602321;
-33.333333; 112.959184; 453.050000; 20.454125; 948.460000; 16.677221; 582.600000; 15.115715;
-33.333333; 118.469388; 452.970000; 60.005464; 941.510000; 13.263830; 555.590000; 15.931733;
-33.333333; 123.979592; 446.220000; 45.327669; 926.330000; 14.907835; 536.660000; 16.445330;
-33.333333; 129.489796; 457.210000; 55.957469; 910.260000; 13.817439; 512.720000; 13.816313;
-33.333333; 135.000000; 451.270000; 63.718582; 893.250000; 13.063462; 492.700000; 14.651163;
-30.416667; 135.000000; 466.470000; 15.415101; 901.910000; 14.522080; 493.340000; 17.695642;
-30.416667; 129.489796; 469.900000; 64.080836; 916.550000; 14.148116; 507.820000; 14.979703;
-30.416667; 123.979592; 465.380000; 60.524606; 933.480000; 14.550837; 526.740000; 14.982562;
-30.416667; 118.469388; 464.590000; 16.237564; 945.310000; 14.130485; 555.210000; 16.090210;
-30.416667; 112.959184; 470.550000; 42.693026; 957.600000; 16.762151; 578.410000; 18.085708;
-30.416667; 107.448980; 467.230000; 63.961455; 964.780000; 13.920104; 607.320000; 18.806769;
-30.416667; 101.938776; 473.040000; 56.938017; 971.480000; 14.058665; 629.250000; 17.032574;
-30.416667; 96.428571; 473.140000; 51.193043; 974.220000; 13.719101; 657.320000; 14.299735;
-30.416667; 90.918367; 470.890000; 43.260287; 974.850000; 13.771860; 687.130000; 13.789657;
-30.416667; 85.408163; 465.140000; 62.328394; 973.220000; 13.166824; 711.050000; 15.187299;
-30.416667; 79.897959; 466.670000; 56.033730; 970.320000; 11.656602; 737.730000; 14.214699;
-30.416667; 74.387755; 470.250000; 39.896932; 960.110000; 12.758752; 763.920000; 13.529377;
-30.416667; 68.877551; 469.240000; 45.411501; 951.330000; 14.976787; 790.260000; 14.334827;
-30.416667; 63.367347; 465.690000; 48.751834; 943.330000; 17.513086; 813.360000; 16.042570;
-30.416667; 57.857143; 464.850000; 16.094654; 925.190000; 15.290913; 835.970000; 17.644901;
-30.416667; 52.346939; 462.670000; 69.557484; 909.280000; 13.554290; 859.300000; 16.136726;
-30.416667; 46.836735; 467.980000; 58.667180; 893.420000; 15.976106; 878.410000; 16.982519;
-30.416667; 41.326531; 467.660000; 20.668729; 871.220000; 17.940181; 897.230000; 18.542801;
-30.416667; 35.816327; 473.530000; 74.361858; 851.380000; 17.038151; 914.170000; 18.859424;
-30.416667; 30.306122; 481.610000; 69.892254; 826.160000; 17.023881; 929.360000; 15.760531;
-30.416667; 24.795918; 473.810000; 81.927499; 806.490000; 14.911520; 944.130000; 16.154341;
-30.416667; 19.285714; 471.940000; 87.973231; 779.720000; 17.935395; 948.030000; 16.085287;
-30.416667; 13.775510; 458.060000; 65.984360; 753.160000; 17.684508; 957.010000; 17.992981;
-30.416667; 8.265306; 461.160000; 81.443879; 728.340000; 20.515685; 962.460000; 18.667976;
-30.416667; 2.755102; 475.670000; 75.028756; 705.840000; 20.391482; 964.240000; 20.676987;
-30.416667; -2.755102; 469.420000; 75.234741; 670.030000; 23.263295; 967.260000; 19.838041;
-30.416667; -8.265306; 472.400000; 74.600756; 650.040000; 21.422126; 957.700000; 20.798941;
-30.416667; -13.775510; 465.510000; 77.694883; 617.790000; 23.649501; 955.760000; 20.483115;
-30.416667; -19.285714; 467.490000; 57.387834; 595.170000; 23.300000; 943.630000; 21.652748;
-30.416667; -24.795918; 456.880000; 71.837820; 573.470000; 26.731533; 938.160000; 24.258174;
-30.416667; -30.306122; 474.520000; 73.913201; 544.540000; 24.374776; 922.200000; 17.771842;
-30.416667; -35.816327; 472.040000; 25.876131; 529.420000; 22.353984; 907.210000; 19.476635;
-30.416667; -41.326531; 472.230000; 73.664247; 508.860000; 23.983167; 891.220000; 21.784797;
-30.416667; -46.836735; 470.600000; 67.329433; 497.740000; 34.470488; 867.970000; 20.497083;
