longitude; latitude; x; y; z;
-51.666667; 135.000000; 560.969697; 122.135135; 489.333333;
-46.875000; -135.000000; 560.228571; 120.533333; 489.571429;
-46.875000; -129.489796; 562.030303; 116.718750; 483.914286;
-46.875000; -123.979592; 560.451613; 127.864865; 480.812500;
-46.875000; -118.469388; 562.176471; 121.457143; 473.483871;
-46.875000; -112.959184; 561.942857; 127.147059; 467.193548;
-46.875000; -107.448980; 562.437500; 119.000000; 460.210526;
-46.875000; -101.938776; 562.290323; 118.647059; 452.428571;
-46.875000; -96.428571; 562.909091; 121.685714; 446.968750;
-46.875000; -90.918367; 564.694444; 127.062500; 436.343750;
-46.875000; -85.408163; 563.628571; 125.441176; 428.096774;
-46.875000; -79.897959; 560.470588; 120.413793; 419.783784;
-46.875000; -74.387755; 563.066667; 120.085714; 402.057143;
-46.875000; -68.877551; 565.000000; 124.657143; 397.393939;
-46.875000; -63.367347; 565.264706; 123.028571; 386.774194;
-46.875000; -57.857143; 564.757576; 126.382353; 371.727273;
-46.875000; -52.346939; 563.529412; 123.200000; 361.741935;
-46.875000; -46.836735; 567.314286; 120.645161; 354.117647;
-46.875000; -41.326531; 564.914286; 126.833333; 340.742857;
-46.875000; -35.816327; 561.058824; 124.516129; 338.742857;
-46.875000; -30.306122; 564.677419; 119.352941; 327.457143;
-46.875000; -24.795918; 560.516129; 125.028571; 318.294118;
-46.875000; -19.285714; 552.696970; 269.121212; 315.470588;
-46.875000; -13.775510; 549.527778; 296.970588; 315.633333;
-46.875000; -8.265306; 551.454545; 291.176471; 327.666667;
-46.875000; -2.755102; 550.205882; 282.566667; 337.750000;
-46.875000; 2.755102; 547.969697; 276.794118; 345.242424;
-46.875000; 8.265306; 549.388889; 278.718750; 360.625000;
-46.875000; 13.775510; 548.064516; 273.875000; 367.324324;
-46.875000; 19.285714; 548.676471; 263.636364; 377.363636;
-46.875000; 24.795918; 549.718750; 266.558824; 386.441176;
-46.875000; 30.306122; 550.685714; 268.787879; 397.875000;
-46.875000; 35.816327; 549.416667; 270.937500; 408.656250;
-46.875000; 41.326531; 548.787879; 271.800000; 422.250000;
-46.875000; 46.836735; 551.441176; 270.709677; 432.914286;
-46.875000; 52.346939; 549.406250; 282.617647; 440.558824;
-46.875000; 57.857143; 549.428571; 286.558824; 447.258065;
-46.875000; 63.367347; 548.342857; 200.419355; 456.794118;
-46.875000; 68.877551; 548.971429; 121.281250; 469.333333;
-46.875000; 74.387755; 549.187500; 105.545455; 470.085714;
-46.875000; 79.897959; 547.935484; 120.485714; 482.088235;
-46.875000; 85.408163; 548.272727; 115.657143; 490.062500;
-46.875000; 90.918367; 547.656250; 110.424242; 492.257143;
-46.875000; 96.428571; 554.108108; 124.448276; 500.441176;
-46.875000; 101.938776; 551.800000; 115.233333; 500.114286;
-46.875000; 107.448980; 547.933333; 120.027778; 504.411765;
-46.875000; 112.959184; 552.181818; 118.057143; 504.375000;
-46.875000; 118.469388; 551.888889; 123.424242; 509.838710;
-46.875000; 123.979592; 553.428571; 115.322581; 506.852941;
-46.875000; 129.489796; 553.485714; 119.028571; 507.000000;
-46.875000; 135.000000; 552.171429; 112.689655; 505.111111;
-42.083333; -135.000000; 550.764706; 121.857143; 502.838710;
-42.083333; -129.489796; 550.805556; 125.031250; 494.187500;
-42.083333; -123.979592; 553.676471; 115.705882; 489.906250;
-42.083333; -118.469388; 552.870968; 123.666667; 485.250000;
-42.083333; -112.959184; 554.290323; 120.714286; 476.588235;
-42.083333; -107.448980; 554.382353; 126.687500; 470.117647;
-42.083333; -101.938776; 553.838710; 119.187500; 457.783784;
-42.083333; -96.428571; 556.272727; 120.705882; 448.121212;
-42.083333; -90.918367; 555.388889; 241.218750; 440.500000;
-42.083333; -85.408163; 559.387097; 270.666667; 431.722222;
-42.083333; -79.897959; 555.166667; 202.166667; 417.794118;
-42.083333; -74.387755; 556.968750; 224.891892; 407.290323;
-42.083333; -68.877551; 557.514286; 146.121212; 395.406250;
-42.083333; -63.367347; 556.121212; 119.212121; 385.058824;
-42.083333; -57.857143; 558.705882; 117.612903; 371.314286;
-42.083333; -52.346939; 556.909091; 110.818182; 363.470588;
-42.083333; -46.836735; 560.151515; 120.937500; 351.685714;
-42.083333; -41.326531; 555.735294; 123.935484; 339.314286;
-42.083333; -35.816327; 556.096774; 122.971429; 331.588235;
-42.083333; -30.306122; 556.843750; 113.558824; 319.000000;
-42.083333; -24.795918; 555.200000; 128.727273; 314.937500;
-42.083333; -19.285714; 543.571429; 284.156250; 304.939394;
-42.083333; -13.775510; 541.483871; 290.235294; 312.457143;
-42.083333; -8.265306; 540.257143; 281.676471; 322.064516;
-42.083333; -2.755102; 542.031250; 276.057143; 333.030303;
-42.083333; 2.755102; 543.125000; 267.700000; 342.078947;
-42.083333; 8.265306; 541.371429; 264.147059; 351.064516;
-42.083333; 13.775510; 540.666667; 260.617647; 365.545455;
-42.083333; 19.285714; 538.323529; 263.088235; 375.843750;
-42.083333; 24.795918; 540.485714; 257.833333; 387.085714;
-42.083333; 30.306122; 541.250000; 261.969697; 401.428571;
-42.083333; 35.816327; 540.437500; 256.057143; 411.484848;
-42.083333; 41.326531; 537.125000; 262.030303; 419.428571;
-42.083333; 46.836735; 541.685714; 262.970588; 430.516129;
-42.083333; 52.346939; 537.096774; 274.617647; 441.828571;
-42.083333; 57.857143; 539.411765; 271.312500; 452.323529;
-42.083333; 63.367347; 538.514286; 281.457143; 462.700000;
-42.083333; 68.877551; 539.121212; 291.264706; 472.060606;
-42.083333; 74.387755; 539.406250; 189.727273; 484.571429;
-42.083333; 79.897959; 542.588235; 114.645161; 491.971429;
-42.083333; 85.408163; 538.906250; 111.969697; 498.457143;
-42.083333; 90.918367; 541.882353; 114.500000; 505.625000;
-42.083333; 96.428571; 540.942857; 119.437500; 510.515152;
-42.083333; 101.938776; 540.393939; 110.470588; 509.696970;
-42.083333; 107.448980; 542.343750; 114.142857; 515.393939;
-42.083333; 112.959184; 541.375000; 106.375000; 520.833333;
-42.083333; 118.469388; 540.942857; 125.621622; 517.428571;
-42.083333; 123.979592; 541.562500; 108.472222; 519.468750;
-42.083333; 129.489796; 546.305556; 119.875000; 518.062500;
-42.083333; 135.000000; 543.970588; 108.129032; 511.828571;
-37.291667; -135.000000; 545.774194; 115.735294; 509.857143;
-37.291667; -129.489796; 546.151515; 117.257143; 508.281250;
-37.291667; -123.979592; 545.848485; 118.771429; 502.343750;
-37.291667; -118.469388; 548.628571; 120.062500; 492.121212;
-37.291667; -112.959184; 547.030303; 113.781250; 482.114286;
-37.291667; -107.448980; 543.264706; 112.612903; 473.685714;
-37.291667; -101.938776; 546.833333; 113.000000; 465.400000;
-37.291667; -96.428571; 545.828571; 113.529412; 452.548387;
-37.291667; -90.918367; 544.828571; 428.781250; 445.636364;
-37.291667; -85.408163; 546.272727; 501.812500; 434.257143;
-37.291667; -79.897959; 547.441176; 509.600000; 419.032258;
-37.291667; -74.387755; 547.812500; 508.588235; 406.235294;
-37.291667; -68.877551; 547.588235; 519.911765; 395.062500;
-37.291667; -63.367347; 551.000000; 200.548387; 385.714286;
-37.291667; -57.857143; 549.090909; 158.000000; 367.657143;
-37.291667; -52.346939; 547.323529; 119.594595; 358.862069;
-37.291667; -46.836735; 545.696970; 114.125000; 350.742857;
-37.291667; -41.326531; 548.314286; 122.225806; 333.823529;
-37.291667; -35.816327; 547.176471; 123.151515; 327.393939;
-37.291667; -30.306122; 548.000000; 113.250000; 316.428571;
-37.291667; -24.795918; 544.911765; 121.387097; 305.314286;
-37.291667; -19.285714; 536.800000; 237.781250; 296.333333;
-37.291667; -13.775510; 532.000000; 274.285714; 301.264706;
-37.291667; -8.265306; 529.264706; 271.117647; 313.687500;
-37.291667; -2.755102; 531.685714; 265.375000; 324.242424;
-37.291667; 2.755102; 530.636364; 259.781250; 338.657143;
-37.291667; 8.265306; 532.193548; 259.970588; 348.057143;
-37.291667; 13.775510; 530.970588; 253.057143; 363.548387;
-37.291667; 19.285714; 527.911765; 251.028571; 369.064516;
-37.291667; 24.795918; 533.333333; 243.242424; 380.029412;
-37.291667; 30.306122; 528.735294; 251.875000; 393.441176;
-37.291667; 35.816327; 530.967742; 243.771429; 409.705882;
-37.291667; 41.326531; 531.580645; 252.205882; 420.914286;
-37.291667; 46.836735; 528.593750; 257.333333; 435.114286;
-37.291667; 52.346939; 530.575758; 255.714286; 445.312500;
-37.291667; 57.857143; 527.529412; 268.676471; 458.625000;
-37.291667; 63.367347; 527.848485; 273.483871; 469.222222;
-37.291667; 68.877551; 529.687500; 277.000000; 481.057143;
-37.291667; 74.387755; 531.342857; 292.806452; 489.500000;
-37.291667; 79.897959; 527.300000; 300.611111; 499.588235;
-37.291667; 85.408163; 531.090909; 181.571429; 507.593750;
-37.291667; 90.918367; 529.375000; 106.058824; 515.147059;
-37.291667; 96.428571; 530.833333; 113.852941; 519.000000;
-37.291667; 101.938776; 530.285714; 122.866667; 525.628571;
-37.291667; 107.448980; 530.935484; 103.941176; 528.857143;
-37.291667; 112.959184; 529.575758; 111.742857; 530.593750;
-37.291667; 118.469388; 530.852941; 110.828571; 529.645161;
-37.291667; 123.979592; 530.000000; 114.794118; 528.470588;
-37.291667; 129.489796; 532.666667; 121.454545; 528.882353;
-37.291667; 135.000000; 532.848485; 105.250000; 522.657143;
-32.500000; -135.000000; 533.125000; 107.941176; 519.147059;
-32.500000; -129.489796; 533.257143; 120.848485; 514.093750;
-32.500000; -123.979592; 537.062500; 101.393939; 508.028571;
-32.500000; -118.469388; 534.742857; 123.750000; 497.636364;
-32.500000; -112.959184; 534.516129; 109.764706; 490.971429;
-32.500000; -107.448980; 535.575758; 112.571429; 486.875000;
-32.500000; -101.938776; 534.870968; 115.914286; 473.676471;
-32.500000; -96.428571; 535.647059; 109.885714; 461.419355;
-32.500000; -90.918367; 536.533333; 222.531250; 449.447368;
-32.500000; -85.408163; 535.228571; 373.787879; 438.625000;
-32.500000; -79.897959; 537.272727; 430.733333; 426.540541;
-32.500000; -74.387755; 536.558824; 501.129032; 413.600000;
-32.500000; -68.877551; 537.342857; 522.090909; 401.750000;
-32.500000; -63.367347; 538.363636; 527.250000; 388.028571;
-32.500000; -57.857143; 537.323529; 516.645161; 374.257143;
-32.500000; -52.346939; 538.966667; 200.314286; 358.600000;
-32.500000; -46.836735; 538.171429; 117.571429; 347.800000;
-32.500000; -41.326531; 540.909091; 110.060606; 338.588235;
-32.500000; -35.816327; 537.303030; 109.125000; 322.114286;
-32.500000; -30.306122; 539.305556; 113.666667; 309.911765;
-32.500000; -24.795918; 537.636364; 108.250000; 303.114286;
-32.500000; -19.285714; 530.032258; 208.342857; 295.823529;
-32.500000; -13.775510; 520.542857; 283.733333; 293.485714;
-32.500000; -8.265306; 518.968750; 272.944444; 305.281250;
-32.500000; -2.755102; 522.354839; 258.685714; 314.882353;
-32.500000; 2.755102; 518.419355; 260.000000; 326.970588;
-32.500000; 8.265306; 520.843750; 246.352941; 343.911765;
-32.500000; 13.775510; 520.411765; 248.806452; 357.085714;
-32.500000; 19.285714; 522.470588; 245.833333; 371.700000;
-32.500000; 24.795918; 519.428571; 236.468750; 381.424242;
-32.500000; 30.306122; 516.647059; 236.000000; 393.794118;
-32.500000; 35.816327; 520.000000; 232.096774; 413.848485;
-32.500000; 41.326531; 518.482759; 237.894737; 425.787879;
-32.500000; 46.836735; 518.625000; 249.657143; 439.757576;
-32.500000; 52.346939; 517.848485; 260.242424; 449.970588;
-32.500000; 57.857143; 520.441176; 258.870968; 464.885714;
-32.500000; 63.367347; 519.322581; 271.529412; 475.142857;
-32.500000; 68.877551; 519.400000; 277.342857; 485.300000;
-32.500000; 74.387755; 519.176471; 280.909091; 497.636364;
-32.500000; 79.897959; 521.032258; 298.382353; 506.514286;
-32.500000; 85.408163; 520.166667; 308.060606; 516.486486;
-32.500000; 90.918367; 516.400000; 322.029412; 525.516129;
-32.500000; 96.428571; 517.558824; 131.606061; 527.121212;
-32.500000; 101.938776; 519.151515; 110.352941; 531.696970;
-32.500000; 107.448980; 521.896552; 107.611111; 536.314286;
-32.500000; 112.959184; 520.111111; 116.187500; 539.000000;
-32.500000; 118.469388; 522.100000; 108.297297; 538.090909;
-32.500000; 123.979592; 521.058824; 103.387097; 539.628571;
-32.500000; 129.489796; 521.125000; 106.945946; 535.967742;
-32.500000; 135.000000; 523.133333; 94.735294; 532.333333;
-27.708333; -135.000000; 523.300000; 108.914286; 525.542857;
-27.708333; -129.489796; 524.918919; 117.000000; 519.233333;
-27.708333; -123.979592; 525.193548; 106.305556; 515.484848;
-27.708333; -118.469388; 524.970588; 107.441176; 509.593750;
-27.708333; -112.959184; 527.333333; 111.617647; 490.757576;
-27.708333; -107.448980; 525.062500; 112.828571; 486.696970;
-27.708333; -101.938776; 527.060606; 102.588235; 475.090909;
-27.708333; -96.428571; 529.258065; 101.580645; 461.605263;
-27.708333; -90.918367; 532.676471; 114.709677; 448.857143;
-27.708333; -85.408163; 526.781250; 111.393939; 434.742857;
-27.708333; -79.897959; 528.969697; 157.457143; 420.562500;
-27.708333; -74.387755; 529.212121; 135.916667; 411.161290;
-27.708333; -68.877551; 528.030303; 208.575758; 398.647059;
-27.708333; -63.367347; 528.911765; 273.060606; 380.969697;
-27.708333; -57.857143; 530.676471; 397.657143; 367.322581;
-27.708333; -52.346939; 524.967742; 513.941176; 356.514286;
-27.708333; -46.836735; 529.083333; 387.285714; 337.724138;
-27.708333; -41.326531; 529.033333; 113.171429; 324.542857;
-27.708333; -35.816327; 528.944444; 118.911765; 317.866667;
-27.708333; -30.306122; 530.900000; 109.705882; 308.750000;
-27.708333; -24.795918; 528.151515; 111.117647; 294.909091;
-27.708333; -19.285714; 516.303030; 230.333333; 290.735294;
-27.708333; -13.775510; 505.942857; 267.257143; 290.466667;
-27.708333; -8.265306; 510.090909; 267.258065; 301.833333;
-27.708333; -2.755102; 509.312500; 248.257143; 315.939394;
-27.708333; 2.755102; 507.933333; 246.628571; 325.171429;
-27.708333; 8.265306; 507.558824; 237.235294; 340.468750;
-27.708333; 13.775510; 505.656250; 240.687500; 351.166667;
-27.708333; 19.285714; 508.400000; 237.000000; 366.903226;
-27.708333; 24.795918; 509.411765; 225.588235; 381.406250;
-27.708333; 30.306122; 507.633333; 230.031250; 397.210526;
-27.708333; 35.816327; 507.400000; 231.531250; 411.151515;
-27.708333; 41.326531; 505.916667; 239.727273; 425.967742;
-27.708333; 46.836735; 508.366667; 233.228571; 438.028571;
-27.708333; 52.346939; 506.147059; 238.242424; 455.000000;
-27.708333; 57.857143; 505.485714; 254.852941; 469.838710;
-27.708333; 63.367347; 508.718750; 259.575758; 478.742857;
-27.708333; 68.877551; 509.600000; 262.470588; 492.483871;
-27.708333; 74.387755; 505.903226; 276.514286; 500.941176;
-27.708333; 79.897959; 511.151515; 288.600000; 513.187500;
-27.708333; 85.408163; 511.472222; 305.933333; 518.294118;
-27.708333; 90.918367; 507.151515; 316.184211; 527.103448;
-27.708333; 96.428571; 510.028571; 330.500000; 537.314286;
-27.708333; 101.938776; 507.838710; 150.756757; 539.937500;
-27.708333; 107.448980; 509.896552; 101.861111; 545.514286;
-27.708333; 112.959184; 509.264706; 109.935484; 549.228571;
-27.708333; 118.469388; 510.147059; 103.000000; 545.628571;
-27.708333; 123.979592; 511.266667; 103.885714; 549.685714;
-27.708333; 129.489796; 509.606061; 97.843750; 543.371429;
-27.708333; 135.000000; 511.470588; 108.638889; 543.066667;
-22.916667; -135.000000; 512.428571; 113.969697; 535.687500;
-22.916667; -129.489796; 513.852941; 111.941176; 533.062500;
-22.916667; -123.979592; 514.484848; 107.064516; 524.138889;
-22.916667; -118.469388; 515.911765; 109.000000; 516.257143;
-22.916667; -112.959184; 511.781250; 106.303030; 506.000000;
-22.916667; -107.448980; 515.812500; 114.605263; 495.666667;
-22.916667; -101.938776; 514.562500; 110.200000; 484.303030;
-22.916667; -96.428571; 514.823529; 113.677419; 471.742857;
-22.916667; -90.918367; 516.181818; 100.062500; 458.628571;
-22.916667; -85.408163; 515.885714; 115.281250; 444.757576;
-22.916667; -79.897959; 516.656250; 104.757576; 431.371429;
-22.916667; -74.387755; 516.722222; 112.705882; 415.233333;
-22.916667; -68.877551; 514.322581; 109.028571; 403.235294;
-22.916667; -63.367347; 519.638889; 120.793103; 387.571429;
-22.916667; -57.857143; 517.939394; 196.971429; 374.437500;
-22.916667; -52.346939; 518.969697; 121.885714; 359.531250;
-22.916667; -46.836735; 518.705882; 235.757576; 344.090909;
-22.916667; -41.326531; 518.242424; 501.406250; 327.885714;
-22.916667; -35.816327; 515.200000; 368.483871; 317.382353;
-22.916667; -30.306122; 514.812500; 308.088235; 302.352941;
-22.916667; -24.795918; 518.000000; 361.512821; 295.161290;
-22.916667; -19.285714; 509.419355; 150.114286; 280.941176;
-22.916667; -13.775510; 498.289474; 117.117647; 283.464286;
-22.916667; -8.265306; 495.942857; 260.593750; 290.424242;
-22.916667; -2.755102; 497.285714; 246.266667; 309.314286;
-22.916667; 2.755102; 500.133333; 236.342857; 322.485714;
-22.916667; 8.265306; 495.193548; 234.970588; 334.857143;
-22.916667; 13.775510; 497.684211; 229.406250; 348.866667;
-22.916667; 19.285714; 494.878788; 223.181818; 362.735294;
-22.916667; 24.795918; 497.606061; 218.205882; 376.818182;
-22.916667; 30.306122; 492.594595; 220.064516; 395.781250;
-22.916667; 35.816327; 499.428571; 221.612903; 411.147059;
-22.916667; 41.326531; 495.187500; 231.441176; 423.647059;
-22.916667; 46.836735; 497.781250; 231.972973; 441.774194;
-22.916667; 52.346939; 496.885714; 233.400000; 452.200000;
-22.916667; 57.857143; 495.914286; 239.806452; 468.205882;
-22.916667; 63.367347; 497.352941; 254.906250; 482.823529;
-22.916667; 68.877551; 494.171429; 262.187500; 491.666667;
-22.916667; 74.387755; 498.352941; 267.342857; 508.290323;
-22.916667; 79.897959; 493.363636; 283.000000; 514.406250;
-22.916667; 85.408163; 495.606061; 295.250000; 524.885714;
-22.916667; 90.918367; 496.575758; 302.000000; 536.571429;
-22.916667; 96.428571; 496.323529; 324.161290; 541.142857;
-22.916667; 101.938776; 501.343750; 208.823529; 550.088235;
-22.916667; 107.448980; 496.628571; 110.580645; 553.794118;
-22.916667; 112.959184; 498.580645; 92.588235; 552.885714;
-22.916667; 118.469388; 500.032258; 102.558824; 554.628571;
-22.916667; 123.979592; 499.090909; 96.878788; 557.764706;
-22.916667; 129.489796; 499.218750; 106.147059; 551.647059;
-22.916667; 135.000000; 498.285714; 104.968750; 549.454545;
-18.125000; -135.000000; 500.764706; 103.083333; 551.700000;
-18.125000; -129.489796; 499.285714; 108.774194; 536.147059;
-18.125000; -123.979592; 501.000000; 105.750000; 535.028571;
-18.125000; -118.469388; 499.696970; 101.942857; 519.750000;
-18.125000; -112.959184; 503.333333; 103.714286; 511.906250;
-18.125000; -107.448980; 504.941176; 104.852941; 500.187500;
-18.125000; -101.938776; 504.742857; 110.906250; 489.333333;
-18.125000; -96.428571; 502.848485; 101.125000; 477.171429;
-18.125000; -90.918367; 504.125000; 102.818182; 461.542857;
-18.125000; -85.408163; 504.852941; 105.388889; 446.433333;
-18.125000; -79.897959; 505.096774; 103.500000; 430.971429;
-18.125000; -74.387755; 505.030303; 192.057143; 420.312500;
-18.125000; -68.877551; 504.941176; 393.806452; 403.600000;
-18.125000; -63.367347; 506.657143; 553.718750; 390.757576;
-18.125000; -57.857143; 503.451613; 555.200000; 371.176471;
-18.125000; -52.346939; 504.878788; 552.727273; 358.705882;
-18.125000; -46.836735; 504.028571; 498.096774; 336.823529;
-18.125000; -41.326531; 504.500000; 380.411765; 329.031250;
-18.125000; -35.816327; 506.222222; 468.129032; 311.090909;
-18.125000; -30.306122; 506.032258; 455.617647; 301.057143;
-18.125000; -24.795918; 506.000000; 508.875000; 290.911765;
-18.125000; -19.285714; 497.971429; 390.735294; 277.548387;
-18.125000; -13.775510; 483.437500; 160.545455; 279.371429;
-18.125000; -8.265306; 486.472222; 201.970588; 292.266667;
-18.125000; -2.755102; 484.714286; 239.633333; 303.971429;
-18.125000; 2.755102; 482.031250; 220.878788; 316.257143;
-18.125000; 8.265306; 482.558824; 232.970588; 330.750000;
-18.125000; 13.775510; 484.764706; 226.806452; 348.142857;
-18.125000; 19.285714; 482.636364; 214.147059; 364.303030;
-18.125000; 24.795918; 480.030303; 218.400000; 375.812500;
-18.125000; 30.306122; 483.411765; 212.484848; 395.424242;
-18.125000; 35.816327; 483.117647; 214.322581; 407.342857;
-18.125000; 41.326531; 482.343750; 213.147059; 425.941176;
-18.125000; 46.836735; 481.666667; 223.181818; 442.205882;
-18.125000; 52.346939; 481.411765; 236.156250; 461.588235;
-18.125000; 57.857143; 482.033333; 237.441176; 473.388889;
-18.125000; 63.367347; 482.588235; 249.852941; 488.718750;
-18.125000; 68.877551; 483.771429; 255.166667; 494.828571;
-18.125000; 74.387755; 484.612903; 269.735294; 509.885714;
-18.125000; 79.897959; 482.647059; 279.485714; 522.645161;
-18.125000; 85.408163; 483.514286; 288.200000; 537.514286;
-18.125000; 90.918367; 485.257143; 306.147059; 542.451613;
-18.125000; 96.428571; 483.250000; 323.727273; 547.514286;
-18.125000; 101.938776; 485.235294; 339.419355; 555.342857;
-18.125000; 107.448980; 484.636364; 231.121212; 555.823529;
-18.125000; 112.959184; 485.628571; 192.600000; 561.866667;
-18.125000; 118.469388; 485.828571; 143.757576; 560.625000;
-18.125000; 123.979592; 487.545455; 96.028571; 558.093750;
-18.125000; 129.489796; 485.900000; 93.515152; 555.648649;
-18.125000; 135.000000; 488.500000; 92.147059; 557.323529;
-13.333333; -135.000000; 487.789474; 101.133333; 550.468750;
-13.333333; -129.489796; 488.393939; 101.151515; 543.029412;
-13.333333; -123.979592; 486.968750; 101.411765; 538.529412;
-13.333333; -118.469388; 491.121212; 100.787879; 527.852941;
-13.333333; -112.959184; 489.529412; 105.812500; 517.735294;
-13.333333; -107.448980; 491.705882; 97.787879; 505.636364;
-13.333333; -101.938776; 489.939394; 295.281250; 493.114286;
-13.333333; -96.428571; 492.677419; 391.941176; 477.714286;
-13.333333; -90.918367; 491.676471; 452.194444; 466.000000;
-13.333333; -85.408163; 492.228571; 439.500000; 451.514286;
-13.333333; -79.897959; 491.129032; 438.171429; 430.941176;
-13.333333; -74.387755; 490.970588; 506.029412; 413.906250;
-13.333333; -68.877551; 494.878788; 557.285714; 398.437500;
-13.333333; -63.367347; 489.714286; 546.827586; 382.638889;
-13.333333; -57.857143; 495.666667; 342.878788; 367.500000;
-13.333333; -52.346939; 491.971429; 423.371429; 348.866667;
-13.333333; -46.836735; 494.121212; 528.806452; 333.694444;
-13.333333; -41.326531; 493.028571; 546.032258; 321.117647;
-13.333333; -35.816327; 493.057143; 488.606061; 307.187500;
-13.333333; -30.306122; 494.885714; 389.242424; 293.312500;
-13.333333; -24.795918; 492.382353; 252.735294; 286.593750;
-13.333333; -19.285714; 476.093750; 213.941176; 271.558824;
-13.333333; -13.775510; 469.200000; 246.285714; 279.866667;
-13.333333; -8.265306; 470.812500; 247.266667; 289.289474;
-13.333333; -2.755102; 468.857143; 240.657143; 302.800000;
-13.333333; 2.755102; 467.093750; 231.757576; 314.742857;
-13.333333; 8.265306; 470.322581; 217.473684; 330.129032;
-13.333333; 13.775510; 467.777778; 211.933333; 347.411765;
-13.333333; 19.285714; 467.741935; 216.969697; 360.750000;
-13.333333; 24.795918; 470.935484; 205.718750; 383.297297;
-13.333333; 30.306122; 468.029412; 205.472222; 399.033333;
-13.333333; 35.816327; 469.685714; 204.656250; 416.272727;
-13.333333; 41.326531; 468.176471; 217.161290; 426.342857;
-13.333333; 46.836735; 468.181818; 216.500000; 443.200000;
-13.333333; 52.346939; 467.314286; 227.085714; 460.300000;
-13.333333; 57.857143; 469.470588; 237.000000; 474.032258;
-13.333333; 63.367347; 469.580645; 237.029412; 487.371429;
-13.333333; 68.877551; 466.371429; 243.558824; 497.516129;
-13.333333; 74.387755; 469.228571; 269.400000; 516.800000;
-13.333333; 79.897959; 471.100000; 279.542857; 528.485714;
-13.333333; 85.408163; 470.117647; 290.968750; 541.235294;
-13.333333; 90.918367; 470.166667; 310.666667; 545.235294;
-13.333333; 96.428571; 470.914286; 317.514286; 548.866667;
-13.333333; 101.938776; 472.628571; 335.705882; 560.000000;
-13.333333; 107.448980; 471.181818; 351.935484; 563.055556;
-13.333333; 112.959184; 469.129032; 235.000000; 567.333333;
-13.333333; 118.469388; 473.600000; 99.176471; 567.111111;
-13.333333; 123.979592; 471.594595; 95.451613; 566.625000;
-13.333333; 129.489796; 474.645161; 91.852941; 567.057143;
-13.333333; 135.000000; 473.078947; 101.468750; 563.433333;
-8.541667; -135.000000; 476.516129; 95.628571; 557.411765;
-8.541667; -129.489796; 474.272727; 93.794118; 548.303030;
-8.541667; -123.979592; 476.428571; 95.000000; 547.062500;
-8.541667; -118.469388; 474.857143; 97.225806; 532.764706;
-8.541667; -112.959184; 474.735294; 97.971429; 523.612903;
-8.541667; -107.448980; 477.000000; 259.147059; 511.323529;
-8.541667; -101.938776; 472.771429; 295.558824; 496.806452;
-8.541667; -96.428571; 474.656250; 472.636364; 484.400000;
-8.541667; -90.918367; 481.636364; 547.250000; 467.057143;
-8.541667; -85.408163; 478.181818; 557.656250; 451.400000;
-8.541667; -79.897959; 477.735294; 557.085714; 434.258065;
-8.541667; -74.387755; 479.666667; 556.285714; 416.875000;
-8.541667; -68.877551; 478.457143; 569.903226; 402.147059;
-8.541667; -63.367347; 481.741935; 571.117647; 385.542857;
-8.541667; -57.857143; 479.941176; 562.828571; 369.483871;
-8.541667; -52.346939; 482.058824; 565.225806; 353.028571;
-8.541667; -46.836735; 478.828571; 235.029412; 333.806452;
-8.541667; -41.326531; 478.733333; 132.194444; 321.617647;
-8.541667; -35.816327; 479.885714; 321.161290; 303.647059;
-8.541667; -30.306122; 475.323529; 389.437500; 287.617647;
-8.541667; -24.795918; 480.294118; 480.323529; 279.656250;
-8.541667; -19.285714; 462.441176; 305.628571; 268.193548;
-8.541667; -13.775510; 455.545455; 252.000000; 270.088235;
-8.541667; -8.265306; 456.342857; 124.121212; 285.656250;
-8.541667; -2.755102; 454.636364; 201.621622; 295.866667;
-8.541667; 2.755102; 457.485714; 219.903226; 313.617647;
-8.541667; 8.265306; 456.545455; 214.545455; 332.235294;
-8.541667; 13.775510; 455.294118; 221.258065; 349.485714;
-8.541667; 19.285714; 454.903226; 212.783784; 362.437500;
-8.541667; 24.795918; 454.193548; 208.823529; 375.514286;
-8.541667; 30.306122; 455.135135; 205.909091; 393.966667;
-8.541667; 35.816327; 454.606061; 209.687500; 411.657143;
-8.541667; 41.326531; 457.088235; 206.838710; 428.628571;
-8.541667; 46.836735; 455.866667; 220.388889; 442.941176;
-8.541667; 52.346939; 454.257143; 222.771429; 459.500000;
-8.541667; 57.857143; 453.028571; 226.551724; 472.111111;
-8.541667; 63.367347; 455.187500; 236.484848; 489.714286;
-8.541667; 68.877551; 456.838710; 249.764706; 503.457143;
-8.541667; 74.387755; 456.428571; 259.181818; 517.000000;
-8.541667; 79.897959; 457.828571; 275.612903; 531.264706;
-8.541667; 85.408163; 458.057143; 282.787879; 539.062500;
-8.541667; 90.918367; 457.114286; 298.588235; 550.580645;
-8.541667; 96.428571; 457.060606; 320.363636; 556.000000;
-8.541667; 101.938776; 456.187500; 328.484848; 561.742857;
-8.541667; 107.448980; 457.600000; 349.057143; 571.200000;
-8.541667; 112.959184; 460.600000; 371.166667; 569.114286;
-8.541667; 118.469388; 459.200000; 384.250000; 567.303030;
-8.541667; 123.979592; 459.171429; 237.900000; 570.342857;
-8.541667; 129.489796; 461.935484; 90.485714; 571.058824;
-8.541667; 135.000000; 460.516129; 96.647059; 562.628571;
